person,county_num,case_year,dob_year,race,sex,court_action,amountpaid,amountdue,probation,imposed,total,suspended,atty
2221,3,2009,1956,W,M,guilty plea,0,587.6,0,96,96,0,A-APPOINTED
2222,39,2005,1974,W,M,guilty plea,0,3237,0,13,156,156,A-APPOINTED
2223,1,2005,1976,B,M,guilty plea,0,28332,0,36,36,0,A-APPOINTED; R-RETAINED
2224,30,2011,1976,W,F,guilty plea,160,2176,0,36,240,204,A-APPOINTED; R-RETAINED
2225,6,2005,1951,B,M,guilty plea,1338,2442,0,180,180,144,A-APPOINTED
2226,55,2011,1982,W,F,guilty plea,20,1384,0,72,72,66,A-APPOINTED
2227,47,2006,1983,B,M,guilty plea,0,824,0,60,60,60,NA
2228,1,2005,1974,W,M,guilty plea,708,708,0,60,240,180,A-APPOINTED
2229,68,2007,1977,W,M,guilty plea,2234,2234,0,72,72,0,A-APPOINTED; R-RETAINED
2230,25,2008,1989,W,M,guilty plea,1427,4582,0,36,36,0,A-APPOINTED
2231,63,2006,1975,W,M,guilty plea,0,2161,0,19,1157,96,A-APPOINTED
2232,1,2006,1989,B,M,guilty plea,25,442,0,12,120,108,R-RETAINED
2233,59,2009,1979,W,M,guilty plea,0,3680,0,12,48,36,A-APPOINTED
2234,11,2011,1991,B,M,guilty plea,0,3411,0,3,13,13,A-APPOINTED
2235,63,2005,1978,B,F,guilty plea,0,1995,0,0,120,120,A-APPOINTED
2236,47,2007,1968,W,F,guilty plea,0,3665,0,60,60,60,A-APPOINTED
2237,11,2009,1982,B,M,guilty plea,0,2045,0,120,120,120,R-RETAINED
2238,71,2009,1983,B,M,guilty plea,0,1816,0,0,24,24,A-APPOINTED
2239,47,2010,1983,B,M,guilty plea,163,4917,0,84,84,0,A-APPOINTED
2240,43,2005,1954,W,M,guilty plea,774.98,774.98,0,84,84,0,R-RETAINED
2241,68,2005,1981,W,F,guilty plea,150,150,0,0,24,24,A-APPOINTED
2242,5,2007,1987,W,M,guilty plea,0,1347,0,60,60,0,C-CONTRACT
2243,1,2008,1971,W,M,guilty plea,0,2150,0,180,180,0,A-APPOINTED
2244,68,2010,1980,W,M,guilty plea,0,337,0,60,240,180,R-RETAINED
2245,23,2007,1985,W,M,guilty plea,2278,2278,0,6,60,48,A-APPOINTED
2246,38,2008,1984,W,M,guilty plea,396,4143,0,48,48,0,NA
2247,11,2006,1953,W,M,guilty plea,0,735,0,7,120,120,R-RETAINED
2248,61,2010,1971,B,M,guilty plea,0,2670,0,84,84,0,A-APPOINTED
2249,3,2006,1975,B,M,guilty plea,228.95,524.72,0,120,120,0,A-APPOINTED
2250,68,2009,1986,W,M,guilty plea,0,0,0,12,48,48,A-APPOINTED
2251,61,2005,1976,W,M,guilty plea,0,4691,0,120,120,0,A-APPOINTED
2252,1,2011,1960,B,M,convicted,0,611,0,0,46,46,A-APPOINTED
2253,61,2006,1981,W,M,guilty plea,0,2705,24,12,48,36,A-APPOINTED
2254,30,2009,1985,W,M,guilty plea,0,9737,0,0,120,120,A-APPOINTED
2255,61,2009,1977,W,F,guilty plea,1359,1359,0,0,36,36,R-RETAINED
2256,68,2010,1978,W,M,convicted,0,0,0,0,0,0,A-APPOINTED
2257,63,2005,1980,W,M,guilty plea,0,1982,0,36,36,0,A-APPOINTED
2258,48,2005,1982,B,M,guilty plea,545.3,545.3,0,0,24,24,A-APPOINTED
2259,3,2005,1957,B,M,guilty plea,0,794.3,36,24,180,156,NA
2260,2,2010,1987,B,M,guilty plea,205,469.2,0,36,36,0,R-RETAINED
2261,52,2006,1974,W,M,guilty plea,1341,1341,0,0,120,120,R-RETAINED
2262,57,2008,1968,B,F,guilty plea,0,1463,0,36,36,0,A-APPOINTED
2263,13,2006,1980,W,M,guilty plea,384.62,35183,0,36,180,144,R-RETAINED
2264,5,2010,1978,W,M,guilty plea,0,3192,0,24,24,0,C-CONTRACT
2265,26,2006,1961,W,M,guilty plea,0,1522,0,24,46,46,A-APPOINTED
2266,3,2011,1977,W,M,guilty plea,3210,50040,0,0,180,180,A-APPOINTED
2267,47,2007,1985,W,F,guilty plea,1294,2111,0,36,36,36,A-APPOINTED
2268,2,2010,1982,B,M,guilty plea,0,1543,0,36,180,144,A-APPOINTED
2269,43,2008,1978,B,F,guilty plea,1110,1226,0,24,24,12,NA
2270,2,2007,1967,W,M,guilty plea,807,807,0,30,204,204,A-APPOINTED
2271,3,2011,1990,B,M,guilty plea,10,460,24,24,120,96,A-APPOINTED
2272,2,2007,1958,B,F,guilty plea,0,337,0,180,180,180,A-APPOINTED
2273,31,2006,1981,W,M,guilty plea,2050,7025,0,0,180,180,R-RETAINED
2274,47,2005,1972,W,M,guilty plea,2038,2038,0,24,24,0,R-RETAINED
2275,11,2011,1977,W,M,guilty plea,0,2112,0,30,154,124,A-APPOINTED
2276,52,2006,1980,B,M,guilty plea,0,5131,0,180,180,0,R-RETAINED
2277,68,2011,1989,B,M,guilty plea,190.8,2226,0,0,24,24,NA
2278,47,2009,1989,B,M,guilty plea,0,5120,0,180,180,0,A-APPOINTED
2279,25,2007,1984,W,M,guilty plea,10.5,32974.5,0,0,24,24,A-APPOINTED
2280,47,2006,1967,W,M,guilty plea,1434,9312,0,240,240,180,A-APPOINTED
2281,15,2007,1983,B,M,guilty plea,998.48,1350,0,36,120,84,R-RETAINED
2282,22,2007,1960,B,M,guilty plea,9484,9484,0,0,60,60,A-APPOINTED
2283,41,2011,1976,B,F,guilty plea,1491,1491,0,0,24,24,A-APPOINTED
2284,5,2009,1960,W,M,guilty plea,1250,3879,0,120,120,120,C-CONTRACT
2285,1,2009,1979,B,M,guilty plea,0,1145,0,300,300,0,R-RETAINED
2286,1,2011,1982,B,M,guilty plea,100,813.1,0,0,180,180,A-APPOINTED
2287,31,2009,1971,W,F,guilty plea,0,3982,0,180,180,0,A-APPOINTED
2288,1,2007,1982,B,M,guilty plea,0,0,0,0,60,60,A-APPOINTED
2289,63,2009,1963,B,M,guilty plea,0,552.9,60,36,156,120,A-APPOINTED
2290,4,2008,1986,W,F,guilty plea,204,1133,0,14,60,46,A-APPOINTED
2291,63,2009,1989,B,M,guilty plea,0,500.5,0,60,60,48,P-PUBLIC
2292,2,2011,1977,B,M,guilty plea,809.13,2050,0,240,240,0,A-APPOINTED
2293,2,2009,1978,B,M,guilty plea,0,46,0,4,12,12,A-APPOINTED
2294,39,2010,1968,B,F,guilty plea,554,554,0,0,36,36,A-APPOINTED
2295,38,2006,1982,B,M,guilty plea,176.78,3295,0,180,180,0,C-CONTRACT
2296,5,2010,1985,B,M,guilty plea,785,5334,0,0,96,96,R-RETAINED
2297,3,2006,1983,B,M,guilty plea,118,16694,0,0,36,36,A-APPOINTED
2298,71,2007,1970,B,M,guilty plea,0,0,0,0,24,24,R-RETAINED
2299,25,2011,1993,W,M,guilty plea,3450,11118,0,60,60,60,A-APPOINTED
2300,1,2005,1958,B,M,guilty plea,0,1267,0,24,24,24,R-RETAINED
2301,2,2011,1960,W,M,guilty plea,1544,1544,0,0,120,120,R-RETAINED
2302,38,2009,1961,W,M,guilty plea,1448,6067,0,36,36,0,NA
2303,47,2007,1971,B,M,guilty plea,0,1611,0,120,120,0,A-APPOINTED
2304,50,2010,1987,W,M,guilty plea,0,1760,0,0,46,46,A-APPOINTED
2305,23,2007,1970,W,M,guilty plea,995,7122,0,3,3,72,A-APPOINTED
2306,63,2007,1984,W,M,guilty plea,0,432.9,0,54,54,0,P-PUBLIC
2307,47,2009,1982,B,M,guilty plea,3401,3401,0,0,24,24,R-RETAINED
2308,52,2008,1980,B,M,guilty plea,154.4,10096,0,240,240,0,R-RETAINED
2309,5,2007,1952,W,M,guilty plea,3552,3552,0,120,120,120,NA
2310,11,2010,1975,W,M,guilty plea,2747,2747,0,30,30,30,A-APPOINTED; R-RETAINED
2311,36,2006,1973,B,M,convicted,0,2065,0,240,240,0,A-APPOINTED
2312,3,2005,1978,B,M,guilty plea,2366,2366,0,24,120,96,R-RETAINED
2313,2,2011,1988,W,M,guilty plea,0,638,0,0,120,120,R-RETAINED
2314,23,2009,1973,W,F,guilty plea,375,4868,0,32,32,0,A-APPOINTED
2315,63,2009,1950,B,M,guilty plea,840,3001,0,56,56,0,P-PUBLIC
2316,47,2008,1962,W,M,guilty plea,4769,6126,0,120,120,108,A-APPOINTED
2317,1,2011,1981,B,M,guilty plea,135,2295,0,0,144,144,R-RETAINED
2318,20,2008,1983,W,M,guilty plea,0,896,0,12,180,168,A-APPOINTED
2319,58,2007,1975,W,M,guilty plea,500,735.3,0,1,36,36,R-RETAINED
2320,1,2009,1967,W,F,guilty plea,3464,6410,0,36,120,84,A-APPOINTED; R-RETAINED
2321,38,2008,1986,B,M,guilty plea,0,4207,0,120,120,108,C-CONTRACT
2322,1,2009,1961,B,M,guilty plea,0,569.8,0,24,180,156,A-APPOINTED
2323,25,2008,1963,W,F,guilty plea,1250,5858,0,24,24,24,A-APPOINTED
2324,3,2006,1962,W,M,guilty plea,571,571,0,0,6,6,A-APPOINTED
2325,57,2011,1972,W,M,guilty plea,0,2903,0,86,86,0,A-APPOINTED
2326,26,2005,1982,B,M,guilty plea,105,2256,0,18,18,18,A-APPOINTED
2327,11,2008,1964,W,F,guilty plea,0,0,0,12,12,12,A-APPOINTED
2328,1,2010,1977,B,M,guilty plea,535,535,0,0,12,12,NA
2329,3,2011,1992,B,M,guilty plea,0,6574,0,240,240,0,A-APPOINTED
2330,19,2011,1979,W,F,guilty plea,348,2186,0,1,36,36,A-APPOINTED
2331,23,2011,1971,B,M,guilty plea,550,2302,0,0,32,32,A-APPOINTED
2332,63,2010,1963,W,F,guilty plea,0,8843,24,130,130,130,A-APPOINTED
2333,31,2009,1982,W,M,guilty plea,0,5285,0,24,120,96,A-APPOINTED
2334,47,2007,1988,B,M,guilty plea,0,2087,0,60,60,0,A-APPOINTED
2335,19,2011,1956,B,M,guilty plea,0,454,0,180,180,0,A-APPOINTED
2336,11,2011,1981,W,M,guilty plea,0,26416,0,0,14,14,A-APPOINTED
2337,26,2008,1974,W,M,guilty plea,0,1970,0,120,120,0,A-APPOINTED
2338,61,2007,1959,B,M,guilty plea,0,3432,0,60,60,0,A-APPOINTED
2339,6,2005,1979,W,F,guilty plea,478,478,0,60,60,0,A-APPOINTED
2340,55,2007,1980,W,M,guilty plea,0,507,0,16,216,216,R-RETAINED
2341,38,2006,1971,W,M,guilty plea,0,6307,0,72,72,0,C-CONTRACT
2342,51,2006,1970,W,M,guilty plea,572.71,4967,0,108,108,0,NA
2343,47,2009,1988,B,M,guilty plea,240,6795,0,3,24,24,A-APPOINTED
2344,1,2005,1950,W,M,guilty plea,582,582,0,0,24,24,A-APPOINTED
2345,57,2010,1978,B,M,guilty plea,0,12998,0,24,24,0,A-APPOINTED
2346,17,2007,1968,W,M,guilty plea,0,2184,0,180,180,0,A-APPOINTED
2347,58,2011,1963,B,M,guilty plea,0,1926,0,18,988,970,P-PUBLIC
2348,2,2005,1977,W,F,guilty plea,160,160,0,1,24,24,R-RETAINED
2349,23,2005,1983,W,F,guilty plea,2712,5854,73,10,84,73,A-APPOINTED
2350,71,2005,1976,B,M,guilty plea,1757,2931,0,12,60,48,A-APPOINTED
2351,38,2006,1967,B,M,guilty plea,0,4237,0,144,144,0,C-CONTRACT
2352,61,2005,1982,B,F,guilty plea,2571,2571,0,0,36,36,A-APPOINTED
2353,5,2005,1987,W,F,guilty plea,379.5,379.5,0,6,48,48,R-RETAINED
2354,3,2007,1990,B,M,guilty plea,205,2583,36,36,120,84,NA
2355,14,2011,1984,B,F,guilty plea,921,2654,0,2,12,12,A-APPOINTED
2356,63,2008,1968,B,M,guilty plea,0,474.5,0,12,12,12,P-PUBLIC
2357,11,2006,1981,B,M,guilty plea,0,6327,0,144,144,144,A-APPOINTED
2358,47,2007,1974,B,M,guilty plea,20,3482,0,60,60,60,A-APPOINTED
2359,11,2008,1965,W,M,guilty plea,0,3620,0,12,12,0,A-APPOINTED
2360,50,2008,1971,W,M,guilty plea,305,305,0,3,24,24,A-APPOINTED
2361,59,2006,1966,W,F,guilty plea,1565,1565,36,0,0,0,R-RETAINED
2362,12,2006,1972,B,M,guilty plea,845,4227,0,25,25,25,A-APPOINTED
2363,61,2009,1983,W,F,guilty plea,1500,1684,0,42,42,42,R-RETAINED
2364,63,2008,1982,B,M,guilty plea,973.62,3350,0,14,96,96,A-APPOINTED
2365,20,2005,1953,W,M,guilty plea,4423,4423,0,0,12,11,R-RETAINED
2366,42,2009,1984,B,F,guilty plea,0,2276,0,24,24,0,A-APPOINTED
2367,3,2008,1983,B,F,guilty plea,125,2109,12,0,24,24,A-APPOINTED
2368,33,2010,1984,W,M,guilty plea,0,1397,0,72,72,60,A-APPOINTED
2369,47,2009,1973,B,M,guilty plea,0,5439,0,0,12,12,A-APPOINTED
2370,2,2011,1986,B,M,guilty plea,0,0,0,240,240,0,R-RETAINED
2371,2,2008,1974,W,F,guilty plea,570,1483,0,180,180,0,R-RETAINED
2372,37,2006,1959,W,M,guilty plea,0,3834,0,72,72,72,A-APPOINTED
2373,43,2006,1975,W,M,guilty plea,952,952,0,24,24,24,A-APPOINTED
2374,63,2005,1971,W,M,guilty plea,5085,5085,0,180,180,0,A-APPOINTED
2375,26,2009,1980,B,M,guilty plea,0,2089,0,60,60,60,A-APPOINTED
2376,52,2005,1974,W,F,guilty plea,0,1886,0,60,60,0,A-APPOINTED
2377,11,2009,1985,W,M,guilty plea,1200,5613,0,0,120,120,A-APPOINTED
2378,47,2010,1968,W,M,guilty plea,3116,3116,0,24,60,36,R-RETAINED
2379,39,2005,1970,W,M,guilty plea,3493,3493,0,12,120,108,R-RETAINED
2380,1,2007,1990,B,M,guilty plea,0,516.1,0,22,168,168,A-APPOINTED
2381,34,2011,1958,W,M,guilty plea,319.5,2019,0,48,48,0,A-APPOINTED
2382,1,2011,1982,W,F,guilty plea,100,2024,0,0,12,12,A-APPOINTED
2383,50,2005,1972,W,F,guilty plea,0,4261,0,0,24,24,A-APPOINTED
2384,75,2010,1977,W,M,guilty plea,2107,2107,0,12,96,96,C-CONTRACT
2385,3,2006,1986,B,M,guilty plea,10,764.01,0,36,240,204,A-APPOINTED
2386,66,2005,1969,B,M,guilty plea,1115,1755,0,0,60,60,A-APPOINTED
2387,20,2005,1983,B,M,guilty plea,0,555,0,264,264,0,NA
2388,47,2009,1980,W,M,guilty plea,151.43,4521,0,15,24,9,R-RETAINED
2389,44,2005,1952,B,M,guilty plea,4432,4432,0,0,108,108,R-RETAINED
2390,1,2010,1972,B,M,guilty plea,853.1,853.1,0,0,60,60,A-APPOINTED
2391,1,2010,1991,B,M,guilty plea,5,458,0,36,120,84,A-APPOINTED
2392,55,2005,1983,B,M,convicted,0,5430,0,360,360,0,A-APPOINTED
2393,14,2006,1981,W,M,guilty plea,1473,1473,36,26,180,154,A-APPOINTED
2394,29,2006,1979,W,M,guilty plea,50,2063,0,18,36,36,A-APPOINTED
2395,11,2005,1971,W,M,guilty plea,3382,3382,0,3,3,60,R-RETAINED
2396,1,2008,1983,B,M,guilty plea,260,1265,0,24,120,96,A-APPOINTED
2397,2,2010,1987,W,M,guilty plea,0,3302,0,30,84,84,A-APPOINTED
2398,47,2009,1972,W,F,guilty plea,1755,3307,0,0,24,24,R-RETAINED
2399,64,2010,1978,W,M,guilty plea,2475,2475,120,0,120,120,R-RETAINED
2400,61,2007,1970,B,M,guilty plea,0,2163,0,120,120,0,A-APPOINTED
2401,16,2007,1973,B,M,guilty plea,500,2756,0,14,96,96,C-CONTRACT
2402,12,2010,1963,B,M,guilty plea,0,9535,0,96,192,96,A-APPOINTED
2403,1,2007,1959,W,F,guilty plea,951.6,951.6,0,8,12,12,A-APPOINTED
2404,47,2006,1974,B,M,guilty plea,405,726,0,24,120,96,R-RETAINED
2405,47,2007,1981,W,M,guilty plea,0,4326,0,60,60,0,A-APPOINTED
2406,68,2010,1990,B,M,guilty plea,1461,1461,0,0,180,180,A-APPOINTED
2407,70,2011,1986,W,F,guilty plea,0,1835,0,36,36,0,A-APPOINTED
2408,47,2009,1961,B,M,guilty plea,0,3827,0,180,180,0,NA
2409,68,2011,1979,W,M,guilty plea,0,637,0,0,60,60,A-APPOINTED
2410,61,2009,1985,W,F,guilty plea,2373,2519,0,0,36,36,R-RETAINED
2411,3,2005,1982,B,M,guilty plea,0,1935,0,12,60,48,A-APPOINTED
2412,1,2008,1967,B,M,guilty plea,746.73,6141,0,180,180,168,A-APPOINTED
2413,44,2010,1985,B,M,guilty plea,0,742.3,0,120,120,120,A-APPOINTED
2414,47,2007,1980,W,M,guilty plea,0,30640,0,0,120,120,R-RETAINED
2415,52,2005,1983,B,M,guilty plea,0,607.46,0,12,12,0,A-APPOINTED
2416,69,2010,1983,B,M,guilty plea,0,4808,60,96,96,0,A-APPOINTED
2417,29,2005,1987,W,M,guilty plea,0,0,0,0,12,12,NA
2418,34,2006,1959,W,M,guilty plea,0,321.1,0,264,264,0,A-APPOINTED
2419,63,2009,1985,B,M,guilty plea,100,1726,0,216,312,108,P-PUBLIC
2420,47,2008,1973,W,M,guilty plea,2285,2285,0,0,36,36,R-RETAINED
2421,57,2005,1987,B,M,guilty plea,0,1415,60,12,120,108,A-APPOINTED
2422,38,2008,1970,W,M,guilty plea,0,1240,60,120,120,0,A-APPOINTED
2423,44,2009,1980,W,M,guilty plea,600,600,0,180,180,0,R-RETAINED
2424,1,2007,1985,B,M,guilty plea,0,470,0,60,240,180,A-APPOINTED
2425,3,2005,1980,B,M,guilty plea,0,2135,12,36,36,36,A-APPOINTED
2426,1,2009,1981,W,M,guilty plea,0,0,0,0,240,240,NA
2427,63,2010,1976,B,M,guilty plea,0,3337,0,97,97,0,A-APPOINTED
2428,61,2006,1986,B,M,guilty plea,0,2857,0,32,32,0,R-RETAINED
2429,63,2006,1950,W,M,guilty plea,0,1560,0,144,144,120,A-APPOINTED
2430,12,2006,1964,W,F,guilty plea,622,622,0,24,24,0,A-APPOINTED
2431,47,2010,1957,B,F,guilty plea,0,2631,0,120,120,0,A-APPOINTED
2432,57,2009,1972,W,M,guilty plea,0,5942,0,72,72,0,A-APPOINTED
2433,47,2011,1974,B,M,guilty plea,2740,3659,36,0,36,36,A-APPOINTED
2434,47,2005,1967,B,M,guilty plea,0,1681,0,180,180,168,A-APPOINTED
2435,2,2011,1965,B,M,convicted,0,376,0,240,240,0,A-APPOINTED
2436,75,2006,1966,W,M,guilty plea,0,2434,0,0,96,96,A-APPOINTED
2437,37,2009,1978,B,M,guilty plea,500,27530,0,24,192,168,R-RETAINED
2438,3,2008,1975,B,F,guilty plea,80,5606,12,12,54,42,A-APPOINTED
2439,63,2009,1982,W,M,guilty plea,0,1986,24,23,23,0,P-PUBLIC
2440,3,2007,1948,B,M,guilty plea,2071,2071,36,156,300,144,A-APPOINTED
2441,8,2011,1974,W,M,guilty plea,50,14548,0,0,24,24,R-RETAINED
2442,1,2007,1984,B,M,guilty plea,150,72442,0,60,240,180,A-APPOINTED
2443,42,2011,1985,W,F,guilty plea,716,2909,0,24,60,36,A-APPOINTED
2444,11,2005,1963,B,M,guilty plea,1150,2749,0,30,30,0,A-APPOINTED
2445,30,2010,1983,B,M,guilty plea,0,2112,0,180,180,0,NA
2446,57,2011,1982,W,M,guilty plea,0,7040,0,77,77,0,A-APPOINTED
2447,61,2007,1980,W,M,guilty plea,50,6253,0,240,240,0,A-APPOINTED
2448,75,2005,1957,W,F,guilty plea,1635,1635,0,36,60,60,A-APPOINTED
2449,63,2011,1970,B,M,guilty plea,2920,2920,0,0,54,54,A-APPOINTED
2450,16,2011,1990,B,M,guilty plea,0,455.01,0,48,240,192,A-APPOINTED
2451,33,2007,1975,H,M,guilty plea,397,397,0,0,60,60,A-APPOINTED
2452,14,2005,1962,W,M,guilty plea,423,423,0,0,12,12,R-RETAINED
2453,11,2006,1989,W,M,guilty plea,5,1486,0,140,240,100,R-RETAINED
2454,10,2011,1969,B,M,guilty plea,715.88,5198,0,180,180,156,A-APPOINTED
2455,49,2010,1984,W,M,guilty plea,1298,2800,0,0,60,60,A-APPOINTED
2456,52,2008,1965,B,F,guilty plea,1655,2836,0,24,180,156,A-APPOINTED
2457,16,2005,1982,B,M,guilty plea,0,1181,0,18,96,96,NA
2458,1,2005,1971,B,M,guilty plea,0,517.4,0,0,36,36,R-RETAINED
2459,38,2005,1971,B,M,guilty plea,0,4571,0,180,180,0,C-CONTRACT
2460,63,2010,1976,B,M,guilty plea,0,513.9,0,24,120,96,A-APPOINTED
2461,1,2008,1979,B,M,guilty plea,2878,14717,0,180,180,0,R-RETAINED
2462,3,2006,1978,B,M,guilty plea,0,375.7,0,120,120,0,A-APPOINTED
2463,31,2006,1983,W,M,guilty plea,215,8480,0,12,60,48,A-APPOINTED
2464,3,2011,1980,B,M,guilty plea,0,446,0,120,120,120,A-APPOINTED
2465,43,2005,1974,B,F,guilty plea,0,631,0,60,60,0,A-APPOINTED
2466,63,2010,1982,W,M,guilty plea,0,750.1,60,18,154,136,R-RETAINED
2467,75,2009,1955,W,M,guilty plea,350,1972,0,0,31,31,A-APPOINTED
2468,11,2010,1960,W,F,guilty plea,0,1751,0,13,13,13,A-APPOINTED
2469,47,2009,1974,B,M,guilty plea,0,4309,0,216,216,0,NA
2470,11,2008,1964,W,F,guilty plea,1229,1230,0,54,54,0,A-APPOINTED
2471,63,2009,1982,B,M,guilty plea,0,6308,0,67,67,0,R-RETAINED
2472,28,2007,1965,W,M,guilty plea,0,3224,0,120,120,0,A-APPOINTED
2473,3,2006,1967,B,M,convicted,0,20751,0,60,60,0,A-APPOINTED; R-RETAINED
2474,43,2007,1976,B,M,guilty plea,416.56,416.56,0,36,180,144,R-RETAINED
2475,68,2010,1987,B,M,guilty plea,20,116.6,0,0,60,60,A-APPOINTED
2476,2,2009,1986,W,M,guilty plea,0,512,0,12,12,0,A-APPOINTED
2477,41,2007,1983,W,M,guilty plea,2587,2587,0,0,11,11,A-APPOINTED
2478,57,2010,1987,B,F,guilty plea,2580,4635,0,1,37,37,A-APPOINTED
2479,57,2005,1963,W,M,guilty plea,0,4212,0,180,180,0,R-RETAINED
2480,43,2010,1986,B,M,guilty plea,178.85,2654,0,24,28,24,NA
2481,52,2011,1980,W,M,guilty plea,2245,4138,0,24,24,0,R-RETAINED
2482,2,2010,1993,B,M,guilty plea,0,688,0,18,96,96,A-APPOINTED
2483,14,2010,1979,W,F,guilty plea,0,1004,0,0,36,36,R-RETAINED
2484,38,2005,1978,B,F,guilty plea,2132,3454,0,60,60,0,NA
2485,2,2008,1968,B,M,guilty plea,423,423,0,0,36,36,A-APPOINTED
2486,52,2008,1978,W,F,guilty plea,499,1271,0,120,120,120,A-APPOINTED; R-RETAINED
2487,57,2011,1992,W,M,guilty plea,0,3790,0,0,22,22,R-RETAINED
2488,56,2007,1988,B,M,guilty plea,0,22132,0,120,120,0,A-APPOINTED
2489,41,2010,1963,B,M,guilty plea,0,5400,0,240,240,0,A-APPOINTED
2490,75,2010,1987,B,M,guilty plea,298,2834,0,0,65,65,A-APPOINTED
2491,38,2011,1979,B,M,guilty plea,0,6620,0,24,24,0,C-CONTRACT
2492,1,2009,1981,W,M,guilty plea,1213,1213,0,24,60,36,R-RETAINED
2493,20,2009,1975,B,M,guilty plea,1259,1259,60,0,180,180,A-APPOINTED
2494,43,2008,1966,W,M,guilty plea,1985,2458,0,24,24,12,A-APPOINTED
2495,8,2005,1956,W,F,convicted,658,658,0,180,240,60,A-APPOINTED
2496,14,2008,1965,B,M,guilty plea,1192,1192,0,24,696,696,A-APPOINTED
2497,2,2005,1964,B,M,guilty plea,0,2008,0,6,168,168,A-APPOINTED
2498,41,2011,1986,W,M,guilty plea,0,3027,0,84,84,0,A-APPOINTED
2499,2,2009,1961,W,F,guilty plea,0,2272,0,0,36,36,A-APPOINTED
2500,29,2006,1981,B,F,guilty plea,1047,1047,0,3,24,24,A-APPOINTED
2501,75,2008,1965,W,M,guilty plea,1849,3920,0,0,84,84,NA
2502,25,2008,1961,W,F,guilty plea,1950,8181,0,0,120,120,A-APPOINTED
2503,47,2005,1985,W,M,guilty plea,0,562,0,6,108,108,A-APPOINTED
2504,75,2009,1973,B,M,guilty plea,4054,4054,0,0,84,84,A-APPOINTED
2505,58,2007,1974,B,M,guilty plea,100,678.5,0,12,12,84,R-RETAINED
2506,31,2011,1970,W,F,guilty plea,0,3385,0,18,96,96,A-APPOINTED
2507,23,2011,1984,B,M,guilty plea,1794,1794,0,120,120,0,A-APPOINTED
2508,31,2005,1962,B,M,guilty plea,0,2915,0,60,240,180,A-APPOINTED
2509,25,2008,1983,W,F,guilty plea,3137,3137,0,60,60,60,A-APPOINTED
2510,2,2009,1988,B,M,guilty plea,0,337,0,6,24,24,A-APPOINTED
2511,47,2010,1986,B,M,guilty plea,250,871,0,240,240,240,R-RETAINED
2512,11,2009,1974,W,F,guilty plea,0,760.5,0,0,13,13,A-APPOINTED
2513,5,2011,1982,W,M,guilty plea,0,2037,0,0,14,14,NA
2514,11,2005,1950,W,M,guilty plea,2214,2214,0,0,12,12,R-RETAINED
2515,50,2005,1979,W,M,guilty plea,180,1244,0,0,12,12,A-APPOINTED
2516,52,2009,1983,W,F,guilty plea,302,2756,0,0,60,60,A-APPOINTED
2517,30,2011,1958,B,F,guilty plea,25,353,0,180,180,180,A-APPOINTED
2518,28,2009,1964,W,F,guilty plea,0,481.65,0,180,180,0,NA
2519,33,2007,1976,W,M,guilty plea,332,929.5,0,120,120,120,R-RETAINED
2520,11,2010,1964,W,M,guilty plea,0,1505,0,18,96,96,R-RETAINED
2521,2,2010,1968,W,M,guilty plea,1498,1498,0,18,96,96,R-RETAINED
2522,61,2007,1963,B,M,guilty plea,0,3913,0,48,48,0,R-RETAINED
2523,40,2011,1973,W,M,guilty plea,0,2983,0,18,156,156,A-APPOINTED
2524,11,2010,1967,B,M,guilty plea,0,12318,0,123,123,0,A-APPOINTED; R-RETAINED
2525,47,2009,1975,W,M,guilty plea,200,1670,0,0,24,24,A-APPOINTED
2526,61,2008,1984,B,F,guilty plea,1006,3663,0,60,60,0,R-RETAINED
2527,2,2008,1976,B,F,guilty plea,0,0,0,0,36,36,A-APPOINTED
2528,58,2007,1952,W,F,guilty plea,673,673,0,0,12,12,A-APPOINTED
2529,38,2011,1988,B,M,guilty plea,1351,37798,0,60,60,0,C-CONTRACT
2530,1,2007,1991,B,M,guilty plea,0,0,0,0,12,12,A-APPOINTED
2531,11,2009,1979,W,M,guilty plea,0,835.77,0,60,60,60,A-APPOINTED
2532,47,2006,1986,W,M,guilty plea,0,4390,0,36,36,36,A-APPOINTED
2533,1,2008,1971,B,M,guilty plea,0,3627,0,0,180,180,NA
2534,39,2007,1973,W,M,guilty plea,154,9642,0,8,60,48,A-APPOINTED
2535,63,2010,1986,B,M,guilty plea,800,35236,0,36,144,108,A-APPOINTED
2536,25,2010,1980,W,F,guilty plea,1743.5,1786.5,0,0,120,120,A-APPOINTED
2537,2,2011,1979,W,F,guilty plea,6757,17793,0,0,36,36,A-APPOINTED
2538,50,2005,1953,W,M,guilty plea,0,1913,0,0,36,36,A-APPOINTED
2539,40,2010,1969,W,M,guilty plea,4832,4832,0,36,156,156,A-APPOINTED
2540,55,2008,1980,B,M,guilty plea,0,3212,0,60,60,0,A-APPOINTED
2541,56,2011,1972,B,M,guilty plea,580,2733,0,0,24,24,A-APPOINTED
2542,47,2011,1989,B,F,guilty plea,300,1369,0,0,36,36,A-APPOINTED
2543,3,2007,1961,B,M,guilty plea,1703,17483,36,24,120,96,A-APPOINTED
2544,63,2006,1983,B,M,guilty plea,0,1982,0,30,30,0,A-APPOINTED
2545,1,2007,1979,B,M,guilty plea,0,2202,0,0,24,24,A-APPOINTED
