person,county_num,case_year,dob_year,race,sex,court_action,amountpaid,amountdue,probation,imposed,total,suspended,atty
1061,63,2011,1989,W,M,guilty plea,0,4673,0,6,6,53,P-PUBLIC
1062,28,2011,1969,W,F,guilty plea,810.5,810.5,0,0,0,0,A-APPOINTED
1063,2,2008,1971,W,M,guilty plea,0,673,0,36,240,204,A-APPOINTED
1064,63,2007,1972,B,M,guilty plea,333,333,0,0,24,24,A-APPOINTED
1065,11,2006,1976,W,M,guilty plea,4475,27961,0,18,240,120,A-APPOINTED
1066,70,2009,1975,B,M,guilty plea,70,8237,36,3,36,36,A-APPOINTED
1067,63,2007,1983,W,F,guilty plea,15,3411,0,36,36,0,A-APPOINTED
1068,2,2010,1958,B,M,guilty plea,0,392,0,180,180,0,A-APPOINTED
1069,44,2005,1972,W,M,guilty plea,0,0,0,0,0,0,A-APPOINTED
1070,4,2006,1984,B,M,guilty plea,70,3232,0,60,60,0,A-APPOINTED
1071,4,2008,1962,B,M,guilty plea,190,1173,0,276,276,0,R-RETAINED
1072,3,2005,1969,B,M,guilty plea,385,385,0,36,240,204,R-RETAINED
1073,57,2008,1986,W,M,guilty plea,1956,6026,24,36,60,24,A-APPOINTED
1074,13,2010,1989,W,M,guilty plea,0,461.5,0,120,168,168,A-APPOINTED
1075,5,2008,1981,W,F,guilty plea,0,100,0,36,36,0,C-CONTRACT
1076,63,2006,1980,W,M,guilty plea,0,474.5,0,6,60,54,A-APPOINTED
1077,42,2008,1973,W,F,guilty plea,1156,4546,0,24,60,36,A-APPOINTED
1078,5,2006,1977,W,M,guilty plea,1078,1078,0,0,72,72,R-RETAINED
1079,47,2008,1985,B,M,guilty plea,2124,3713,0,0,24,24,R-RETAINED
1080,27,2008,1981,B,M,guilty plea,0,6445,0,12,228,228,R-RETAINED
1081,1,2005,1968,B,M,guilty plea,0,483.6,0,24,120,96,A-APPOINTED
1082,30,2007,1978,B,M,guilty plea,0,2483,0,0,120,120,R-RETAINED
1083,8,2007,1971,W,M,guilty plea,0,46346,0,72,72,0,A-APPOINTED
1084,52,2007,1962,W,M,guilty plea,0,1831,120,240,240,120,A-APPOINTED
1085,43,2009,1990,W,M,guilty plea,2052,2052,0,24,24,24,NA
1086,31,2007,1968,W,M,guilty plea,0,54027,0,36,240,204,A-APPOINTED
1087,1,2009,1966,W,F,guilty plea,0,0,0,24,120,120,A-APPOINTED
1088,62,2009,1965,W,M,guilty plea,2193,11575,0,2,24,24,A-APPOINTED
1089,22,2008,1968,B,M,guilty plea,1451,1451,0,0,120,120,R-RETAINED
1090,34,2007,1988,B,M,guilty plea,0,2771,0,180,180,0,A-APPOINTED
1091,45,2005,1986,B,M,guilty plea,520,2973,0,0,36,36,A-APPOINTED
1092,5,2009,1984,W,F,guilty plea,0,2693,0,0,60,60,NA
1093,23,2007,1980,B,M,guilty plea,3523,3523,0,1,48,48,A-APPOINTED
1094,47,2009,1984,W,M,guilty plea,4511,4511,0,0,24,24,A-APPOINTED
1095,39,2009,1973,W,M,guilty plea,600,3850,0,240,240,216,A-APPOINTED
1096,3,2005,1981,B,M,guilty plea,0,31178,0,600,600,0,A-APPOINTED
1097,3,2008,1986,W,M,guilty plea,870,870,0,36,36,0,R-RETAINED
1098,2,2011,1988,W,M,guilty plea,0,424,0,0,120,120,R-RETAINED
1099,1,2006,1988,B,M,convicted,0,2695,0,0,0,0,A-APPOINTED
1100,1,2008,1982,B,M,guilty plea,79,34848,0,36,240,204,A-APPOINTED
1101,52,2006,1980,B,M,guilty plea,1060,4230,0,240,240,180,A-APPOINTED
1102,38,2008,1981,B,M,guilty plea,0,3143,0,24,24,0,C-CONTRACT
1103,1,2008,1983,W,M,guilty plea,462,462,0,60,60,60,A-APPOINTED
1104,51,2009,1985,W,M,guilty plea,200,2209,0,18,36,36,R-RETAINED
1105,57,2007,1976,B,M,guilty plea,0,9136,0,37,37,0,A-APPOINTED
1106,47,2007,1986,B,M,guilty plea,0,6462,0,72,72,72,A-APPOINTED
1107,22,2010,1964,B,M,guilty plea,973,973,0,180,180,0,R-RETAINED
1108,7,2010,1964,W,M,guilty plea,790,1203,0,12,120,108,R-RETAINED
1109,38,2005,1985,B,M,guilty plea,4891,4891,0,240,240,0,C-CONTRACT
1110,47,2008,1984,B,M,guilty plea,0,3830,0,60,60,60,R-RETAINED
1111,5,2011,1970,B,M,guilty plea,1848,1972,0,0,84,84,R-RETAINED
1112,11,2009,1982,B,M,guilty plea,2275,2275,0,0,30,30,R-RETAINED
1113,41,2007,1979,W,F,guilty plea,53,3608,0,0,24,24,A-APPOINTED
1114,11,2005,1961,B,F,guilty plea,2566,6829,0,4,60,60,R-RETAINED
1115,2,2011,1967,W,M,guilty plea,0,1528,0,180,180,0,A-APPOINTED
1116,38,2008,1970,B,M,guilty plea,1000,3636,0,48,48,0,NA
1117,71,2005,1965,B,M,guilty plea,4627,4627,0,0,24,24,R-RETAINED
1118,63,2006,1980,B,M,guilty plea,0,812.9,0,3,12,9,A-APPOINTED
1119,44,2011,1983,W,M,guilty plea,1761,1761,0,18,48,48,A-APPOINTED
1120,58,2005,1965,B,M,guilty plea,0,1445,0,120,120,0,R-RETAINED
1121,17,2011,1987,W,M,guilty plea,1374,1374,0,0,60,60,A-APPOINTED
1122,11,2007,1977,B,M,guilty plea,0,1512,0,0,18,18,A-APPOINTED
1123,42,2010,1967,W,F,guilty plea,1757,1757,0,0,84,84,A-APPOINTED
1124,21,2007,1980,W,F,guilty plea,0,1305,24,0,24,24,NA
1125,48,2007,1965,B,M,guilty plea,1593,1593,0,0,36,36,A-APPOINTED
1126,68,2007,1981,B,M,guilty plea,1698,1698,0,0,36,36,A-APPOINTED
1127,28,2009,1985,W,M,guilty plea,0,1344,0,48,48,0,A-APPOINTED
1128,47,2005,1976,W,F,guilty plea,786,786,0,60,60,60,A-APPOINTED
1129,39,2010,1977,W,M,guilty plea,20,7506,0,120,120,108,A-APPOINTED
1130,38,2009,1960,B,M,guilty plea,0,5003,36,96,96,0,C-CONTRACT
1131,59,2007,1956,W,M,guilty plea,48,1005,0,120,120,0,NA
1132,1,2006,1986,B,M,guilty plea,2101,2101,0,0,24,24,NA
1133,47,2009,1969,W,M,guilty plea,2783,2783,0,0,120,120,A-APPOINTED
1134,2,2011,1980,B,M,guilty plea,0,538.2,0,24,96,96,A-APPOINTED
1135,50,2010,1985,W,M,guilty plea,0,2460,24,60,60,54,A-APPOINTED
1136,39,2009,1984,W,M,guilty plea,0,10751,0,120,120,0,R-RETAINED; A-APPOINTED
1137,61,2005,1963,B,M,guilty plea,0,3283,0,36,36,0,R-RETAINED
1138,3,2010,1954,B,F,guilty plea,4474,25474,0,0,36,36,A-APPOINTED
1139,47,2009,1968,B,M,guilty plea,1028,4882,0,60,60,60,A-APPOINTED
1140,5,2010,1980,W,M,guilty plea,2020,2020,0,23,120,96,R-RETAINED
1141,1,2009,1990,B,M,guilty plea,0,1106,0,36,240,204,A-APPOINTED
1142,1,2007,1965,W,M,guilty plea,0,410,0,18,18,0,A-APPOINTED
1143,63,2009,1979,W,F,dismissed,333,333,0,240,240,0,P-PUBLIC
1144,68,2010,1981,B,M,guilty plea,0,337,0,60,240,180,A-APPOINTED
1145,61,2011,1988,B,M,guilty plea,57.57,46584,0,120,120,0,A-APPOINTED
1146,50,2009,1962,W,M,guilty plea,1569,15069,0,24,48,24,NA
1147,47,2010,1984,B,F,guilty plea,660,5493,0,0,60,60,A-APPOINTED
1148,61,2009,1983,W,M,guilty plea,2208,2208,0,120,120,0,A-APPOINTED
1149,52,2011,1988,W,M,guilty plea,0,884.32,0,5,120,108,A-APPOINTED
1150,55,2006,1967,B,M,guilty plea,0,1030,0,11,48,48,A-APPOINTED
1151,75,2008,1979,B,M,guilty plea,0,4292,0,24,180,156,A-APPOINTED
1152,63,2007,1973,W,M,guilty plea,0,516.5,0,48,132,132,A-APPOINTED
1153,2,2007,1979,W,M,guilty plea,0,565.5,0,6,48,48,A-APPOINTED
1154,47,2009,1988,B,M,guilty plea,3438,3438,0,120,120,96,A-APPOINTED
1155,1,2006,1984,B,M,guilty plea,0,526,0,240,240,0,A-APPOINTED
1156,42,2005,1981,W,M,guilty plea,0,876.2,0,240,240,204,A-APPOINTED
1157,41,2008,1983,B,M,guilty plea,1354,2683,0,3,48,48,A-APPOINTED
1158,31,2008,1950,W,M,guilty plea,0,4437,0,18,96,96,A-APPOINTED
1159,63,2005,1971,W,F,guilty plea,0,488.8,0,36,36,0,A-APPOINTED
1160,1,2006,1980,B,F,guilty plea,1924,1924,0,0,12,12,A-APPOINTED
1161,2,2005,1980,B,M,guilty plea,0,0,0,0,24,24,A-APPOINTED
1162,23,2011,1964,B,M,guilty plea,758.69,1771,0,96,96,0,R-RETAINED
1163,61,2007,1970,W,M,guilty plea,250,2335,0,60,60,0,A-APPOINTED
1164,2,2008,1989,B,M,guilty plea,121,2429,0,24,96,96,R-RETAINED
1165,52,2010,1974,W,M,guilty plea,0,1813,0,120,120,0,A-APPOINTED
1166,63,2009,1986,B,M,guilty plea,0,2159,0,13,13,13,P-PUBLIC
1167,3,2011,1980,B,M,guilty plea,0,554,24,0,120,120,A-APPOINTED
1168,46,2011,1983,B,M,guilty plea,90,2726,36,0,0,0,A-APPOINTED
1169,2,2008,1979,W,F,guilty plea,1109,1109,0,12,60,48,R-RETAINED
1170,47,2011,1985,B,F,guilty plea,0,10696,0,60,60,0,A-APPOINTED; R-RETAINED
1171,3,2010,1977,B,M,convicted,0,369,0,0,120,120,A-APPOINTED
1172,2,2009,1990,W,M,convicted,0,643,0,240,240,0,R-RETAINED
1173,31,2008,1981,W,F,guilty plea,987.91,3317,0,60,240,180,R-RETAINED
1174,44,2010,1986,W,M,guilty plea,1755,1755,0,0,12,12,A-APPOINTED
1175,38,2006,1979,B,M,guilty plea,7663,11058,0,48,48,48,C-CONTRACT
1176,3,2007,1977,B,F,guilty plea,297,9822,24,0,36,36,A-APPOINTED
1177,31,2009,1974,W,M,guilty plea,0,320,0,24,96,96,A-APPOINTED
1178,47,2008,1958,B,M,guilty plea,0,6602,0,0,120,120,A-APPOINTED
1179,43,2009,1986,B,M,guilty plea,873,873,0,0,24,24,A-APPOINTED
1180,56,2008,1977,B,M,guilty plea,250,3749,0,3,96,96,A-APPOINTED
1181,37,2009,1956,B,M,guilty plea,0,6648,0,0,240,240,A-APPOINTED
1182,38,2011,1992,B,M,guilty plea,0,7560,0,300,300,0,NA
1183,1,2006,1978,B,M,guilty plea,0,364,0,300,300,0,R-RETAINED
1184,39,2006,1974,W,M,guilty plea,1183,2664,0,120,120,0,A-APPOINTED
1185,52,2006,1981,W,M,guilty plea,0,1620,0,180,180,0,A-APPOINTED
1186,30,2011,1958,B,F,guilty plea,603,603,0,0,36,36,P-PUBLIC
1187,47,2007,1983,W,M,guilty plea,0,2876,0,60,60,60,A-APPOINTED
1188,47,2006,1980,W,M,guilty plea,205,2061,0,60,60,60,R-RETAINED
1189,49,2010,1965,W,M,guilty plea,0,10801,0,0,84,84,A-APPOINTED
1190,69,2011,1981,B,M,guilty plea,0,4592,0,60,240,180,A-APPOINTED
1191,52,2008,1982,W,M,guilty plea,0,1787,0,120,120,120,A-APPOINTED
1192,30,2006,1977,B,M,guilty plea,2000,3515,0,0,120,120,A-APPOINTED
1193,38,2009,1980,B,M,guilty plea,881,5473,0,48,48,0,C-CONTRACT
1194,28,2008,1986,W,F,guilty plea,0,0,0,60,60,0,A-APPOINTED
1195,29,2005,1948,W,M,guilty plea,1097,1097,36,30,84,54,R-RETAINED
1196,3,2011,1972,B,M,guilty plea,0,10102,60,36,180,144,A-APPOINTED
1197,26,2007,1982,W,F,guilty plea,308,350,0,0,12,12,R-RETAINED
1198,49,2007,1959,W,M,guilty plea,2600,2792,0,12,180,168,A-APPOINTED
1199,3,2005,1979,B,M,guilty plea,20,1310,24,120,120,108,A-APPOINTED
1200,26,2006,1988,B,M,guilty plea,0,350.92,0,96,96,96,A-APPOINTED
1201,47,2005,1957,B,M,guilty plea,3132,6140,0,0,144,144,A-APPOINTED
1202,5,2006,1953,W,M,guilty plea,0,4976,0,60,60,0,R-RETAINED
1203,11,2011,1962,W,M,guilty plea,0,992,0,3,240,240,A-APPOINTED
1204,38,2005,1959,W,M,guilty plea,4518,5332,0,60,60,0,NA
1205,54,2009,1970,W,F,guilty plea,510,510,0,0,36,36,R-RETAINED
1206,71,2009,1984,W,M,guilty plea,0,465.4,0,24,24,0,A-APPOINTED
1207,1,2009,1975,W,F,guilty plea,8386,24182,0,0,24,24,R-RETAINED
1208,11,2008,1962,W,M,guilty plea,0,3458,0,60,60,0,A-APPOINTED
1209,55,2006,1980,W,F,guilty plea,1434,5751,0,0,36,36,A-APPOINTED
1210,44,2008,1983,W,M,guilty plea,60,1552,0,120,120,108,A-APPOINTED
1211,3,2008,1977,B,F,guilty plea,0,4878,0,0,60,60,A-APPOINTED
1212,25,2005,1965,W,M,guilty plea,49,4666,0,180,180,0,A-APPOINTED
1213,2,2011,1986,W,M,guilty plea,0,1476,0,0,0,0,R-RETAINED
1214,50,2007,1964,W,F,guilty plea,0,1986,0,0,36,36,R-RETAINED
1215,1,2011,1987,W,M,guilty plea,0,447,0,360,360,0,A-APPOINTED
1216,63,2011,1971,W,M,guilty plea,0,575.9,0,240,240,0,R-RETAINED
1217,48,2006,1966,W,F,guilty plea,356,523.7,0,0,36,36,A-APPOINTED
1218,19,2009,1977,W,F,guilty plea,151,450.1,0,0,30,30,A-APPOINTED
1219,27,2007,1972,W,F,convicted,3151,3151,0,0,36,36,R-RETAINED
1220,65,2008,1952,I,M,guilty plea,0,569.4,0,4,36,24,A-APPOINTED
1221,38,2009,1990,W,M,guilty plea,0,3249,0,72,72,0,NA
1222,5,2008,1962,W,M,guilty plea,522,522,0,0,60,60,R-RETAINED
1223,2,2008,1980,B,M,guilty plea,0,1176,0,180,180,0,A-APPOINTED
1224,52,2009,1971,W,M,guilty plea,561,5956,0,48,48,0,R-RETAINED
1225,2,2006,1966,B,F,guilty plea,0,1001,0,24,240,216,A-APPOINTED
1226,7,2006,1963,B,M,guilty plea,1175,4374,24,0,60,60,A-APPOINTED
1227,1,2011,1982,B,M,guilty plea,568.1,568.1,0,0,24,24,A-APPOINTED
1228,71,2008,1979,W,M,guilty plea,75,457.6,0,0,31,31,NA
1229,1,2008,1959,W,M,guilty plea,125,1961,0,24,120,96,A-APPOINTED
1230,2,2005,1987,B,M,guilty plea,0,353,0,0,0,0,A-APPOINTED
1231,32,2006,1973,W,M,guilty plea,0,294,0,96,96,0,A-APPOINTED
1232,61,2005,1974,W,F,guilty plea,0,2403,0,0,48,48,A-APPOINTED
1233,5,2008,1986,W,M,guilty plea,0,4897,0,180,180,0,C-CONTRACT
1234,69,2005,1986,B,M,guilty plea,0,2914,0,60,60,0,A-APPOINTED
1235,57,2005,1978,B,M,guilty plea,50,71342,0,180,180,0,A-APPOINTED
1236,52,2010,1977,W,M,guilty plea,24,3138,0,180,180,0,A-APPOINTED
1237,2,2011,1970,B,M,guilty plea,0,5408,0,24,180,156,A-APPOINTED
1238,16,2008,1986,B,M,guilty plea,90,2535,0,144,144,0,R-RETAINED
1239,34,2009,1991,W,M,guilty plea,2800,4222,0,120,120,120,R-RETAINED
1240,11,2005,1968,W,M,guilty plea,0,3103,0,31,60,24,R-RETAINED
1241,47,2010,1978,B,M,guilty plea,35,56888,0,60,240,180,A-APPOINTED
1242,1,2009,1985,B,M,guilty plea,0,709,0,0,0,0,R-RETAINED
1243,1,2008,1987,B,M,guilty plea,50,593.4,0,36,36,36,A-APPOINTED
1244,63,2006,1981,W,F,guilty plea,493,535,0,0,36,36,P-PUBLIC
1245,2,2005,1941,W,M,guilty plea,4110,4447,0,4,108,108,R-RETAINED
1246,68,2009,1957,B,F,guilty plea,0,499.2,0,0,120,120,R-RETAINED
1247,38,2011,1956,B,M,guilty plea,1650,6025,0,180,180,0,C-CONTRACT
1248,44,2010,1988,W,M,guilty plea,0,516.1,0,120,120,120,A-APPOINTED
1249,3,2007,1984,B,M,guilty plea,0,3615,0,36,36,0,A-APPOINTED
1250,68,2010,1974,B,M,guilty plea,1265,36268,0,0,240,240,A-APPOINTED
1251,61,2009,1974,B,F,guilty plea,0,803,0,60,60,0,A-APPOINTED
1252,3,2010,1968,W,F,guilty plea,2057,2057,0,0,24,24,A-APPOINTED
1253,38,2008,1982,B,F,guilty plea,0,2773,0,120,120,0,R-RETAINED
1254,38,2007,1986,W,F,guilty plea,1047,1047,0,24,24,0,R-RETAINED
1255,1,2009,1984,B,M,guilty plea,0,448,0,36,60,48,A-APPOINTED
1256,1,2009,1969,B,M,guilty plea,0,2221,0,24,180,156,A-APPOINTED
1257,11,2008,1968,B,M,guilty plea,0,1750,0,48,48,0,R-RETAINED
1258,43,2010,1952,B,M,guilty plea,0,873,0,104,104,104,NA
1259,38,2005,1978,W,M,guilty plea,3623,3623,0,36,36,0,R-RETAINED
1260,47,2007,1959,W,M,guilty plea,1105,1105,0,24,24,24,R-RETAINED
1261,57,2007,1975,W,M,guilty plea,0,8264,0,180,180,0,A-APPOINTED
1262,47,2007,1976,W,M,guilty plea,0,3942,0,3,36,36,A-APPOINTED
1263,75,2010,1985,W,M,guilty plea,50,2673,0,36,180,156,A-APPOINTED
1264,38,2006,1962,W,M,guilty plea,0,3989,0,60,60,0,C-CONTRACT
1265,3,2011,1985,B,M,guilty plea,816,1595,0,0,12,12,A-APPOINTED
1266,23,2011,1988,B,M,guilty plea,560.75,3149,0,84,84,0,A-APPOINTED
1267,1,2006,1972,B,M,guilty plea,179.7,1441,0,180,180,180,NA
1268,4,2006,1980,W,M,guilty plea,0,2133,0,0,24,24,R-RETAINED
1269,63,2010,1981,B,M,guilty plea,0,3891,0,104,104,0,P-PUBLIC
1270,39,2006,1970,W,M,guilty plea,1464,1464,0,13,156,156,R-RETAINED
1271,25,2009,1977,W,M,guilty plea,45,1437,0,96,96,96,A-APPOINTED
1272,59,2007,1975,B,M,guilty plea,0,2645,0,24,180,168,A-APPOINTED
1273,38,2008,1975,W,M,guilty plea,447,7774,0,240,468,228,R-RETAINED
1274,2,2009,1989,B,M,guilty plea,30,517.5,0,60,240,180,A-APPOINTED
1275,63,2006,1968,W,M,guilty plea,1805,1805,0,0,65,65,R-RETAINED
1276,58,2006,1982,B,M,guilty plea,0,1428,0,12,12,96,A-APPOINTED
1277,5,2008,1985,B,F,guilty plea,1129,3107,0,0,120,120,NA
1278,30,2005,1957,B,M,guilty plea,0,644,0,180,180,0,A-APPOINTED
1279,13,2005,1955,W,M,guilty plea,408.5,408.5,0,120,120,60,R-RETAINED
1280,64,2011,1944,B,M,guilty plea,125,1050,0,0,60,60,A-APPOINTED
1281,67,2009,1985,W,F,guilty plea,495.46,495.46,0,18,96,96,A-APPOINTED
1282,1,2007,1959,W,M,convicted,620,620,0,12,120,108,A-APPOINTED
1283,38,2009,1978,W,F,guilty plea,0,3403,0,120,120,0,C-CONTRACT
1284,75,2005,1973,W,M,guilty plea,1094,2336,0,60,60,0,A-APPOINTED
1285,75,2010,1981,B,M,guilty plea,263,2957,0,24,104,80,A-APPOINTED
1286,13,2006,1956,W,M,guilty plea,720,1476,0,24,120,96,R-RETAINED
1287,26,2009,1990,W,M,guilty plea,100,9044,0,60,60,0,A-APPOINTED
1288,1,2005,1962,B,M,guilty plea,0,547.6,0,24,180,156,A-APPOINTED
1289,44,2006,1956,B,M,guilty plea,0,6032,0,120,120,96,A-APPOINTED
1290,29,2006,1981,B,M,guilty plea,0,6097,0,60,60,0,A-APPOINTED
1291,3,2007,1967,B,M,guilty plea,0,3471,0,360,360,0,A-APPOINTED
1292,41,2006,1970,W,M,guilty plea,536.5,536.5,0,30,144,144,A-APPOINTED
1293,1,2008,1990,B,M,guilty plea,135,7377,0,36,240,216,R-RETAINED
1294,2,2007,1953,W,M,guilty plea,0,393.9,0,60,60,0,A-APPOINTED
1295,64,2011,1978,W,M,guilty plea,100,6421,144,36,180,144,A-APPOINTED
1296,52,2010,1985,W,F,guilty plea,636,3720,0,0,180,180,A-APPOINTED
1297,2,2005,1978,W,M,guilty plea,0,369,0,120,120,0,R-RETAINED
1298,1,2010,1972,B,M,guilty plea,0,84,0,180,180,156,A-APPOINTED
1299,75,2005,1974,W,M,guilty plea,40,3778,0,36,240,204,A-APPOINTED
1300,20,2006,1986,B,M,guilty plea,1908,1950,0,120,120,120,R-RETAINED
1301,1,2005,1977,W,F,guilty plea,0,678,0,36,120,120,A-APPOINTED
1302,11,2005,1989,W,M,guilty plea,200,1564,0,36,36,36,A-APPOINTED
1303,33,2006,1969,W,F,guilty plea,1103,5011,36,0,60,60,A-APPOINTED
1304,52,2005,1964,W,M,guilty plea,1200,6635,0,1,24,24,R-RETAINED
1305,36,2008,1977,B,M,guilty plea,15,4222,0,12,84,72,A-APPOINTED
1306,43,2008,1968,O,M,guilty plea,0,792,0,72,72,0,A-APPOINTED
1307,75,2010,1981,B,M,guilty plea,320,1945,0,84,84,84,R-RETAINED
1308,52,2010,1955,W,M,guilty plea,199,3521,0,180,180,180,A-APPOINTED
1309,57,2010,1994,B,M,guilty plea,0,8020,0,300,300,0,R-RETAINED
1310,24,2005,1973,W,M,guilty plea,1315,1315,0,120,120,120,A-APPOINTED
1311,47,2011,1985,B,M,guilty plea,0,2497,0,180,180,180,R-RETAINED
1312,5,2010,1986,B,M,guilty plea,0,13877,0,24,60,36,R-RETAINED
1313,11,2010,1970,W,M,guilty plea,75,2155,0,180,180,180,A-APPOINTED
1314,41,2005,1970,W,M,convicted,1953,5816,0,6,48,42,R-RETAINED
1315,71,2009,1970,W,M,guilty plea,257.53,1718,0,12,120,108,A-APPOINTED
1316,30,2008,1970,W,M,guilty plea,1940,1940,0,36,180,144,A-APPOINTED; R-RETAINED
1317,47,2007,1976,B,M,guilty plea,5177,5177,0,0,36,36,A-APPOINTED
1318,26,2008,1965,B,M,guilty plea,475,1913,0,0,6,6,A-APPOINTED
1319,2,2009,1988,W,M,guilty plea,0,1415,0,7,48,48,A-APPOINTED
1320,47,2005,1974,B,M,guilty plea,0,536,0,300,300,0,A-APPOINTED
1321,11,2011,1966,W,M,guilty plea,0,7319,0,0,42,42,A-APPOINTED
1322,47,2008,1984,B,M,guilty plea,1610,4212,0,0,60,60,A-APPOINTED
1323,43,2005,1972,B,M,guilty plea,2984,2984,0,18,60,60,NA
1324,44,2007,1988,W,M,guilty plea,4341,4665,0,0,120,120,R-RETAINED
1325,47,2005,1984,B,F,guilty plea,3571,3571,0,96,96,96,NA
1326,1,2007,1986,B,M,guilty plea,0,1652,0,36,240,240,A-APPOINTED
1327,28,2011,1974,W,M,guilty plea,415.5,415.5,0,36,180,144,R-RETAINED
1328,63,2008,1975,W,M,other,279,279,0,0,0,0,A-APPOINTED
1329,28,2011,1966,W,M,guilty plea,1530,1530,0,0,12,12,A-APPOINTED
1330,39,2008,1988,W,M,guilty plea,25,2857,0,48,48,48,A-APPOINTED
1331,68,2005,1962,W,M,guilty plea,786,10712,0,24,24,24,A-APPOINTED
1332,20,2005,1962,B,M,convicted,0,73059,0,240,240,0,R-RETAINED
1333,57,2007,1955,B,M,guilty plea,0,6019,0,32,32,0,A-APPOINTED
1334,68,2010,1984,B,M,guilty plea,500.9,500.9,0,0,60,60,R-RETAINED
1335,1,2008,1977,W,M,guilty plea,0,2227,0,48,180,132,A-APPOINTED
1336,41,2008,1966,W,F,guilty plea,737.9,5110,0,0,36,36,A-APPOINTED
1337,50,2009,1967,W,F,guilty plea,524.25,1602,0,36,36,0,A-APPOINTED
1338,11,2006,1957,W,M,convicted,2733,2733,0,0,60,60,R-RETAINED
1339,2,2011,1989,B,M,guilty plea,0,2007,0,12,120,108,A-APPOINTED
1340,52,2005,1981,B,M,convicted,150,937.3,0,120,120,120,R-RETAINED
1341,63,2006,1973,W,M,guilty plea,579,936,0,3,24,24,P-PUBLIC
1342,31,2006,1961,W,M,guilty plea,0,4834,0,120,120,120,A-APPOINTED
1343,1,2005,1981,B,F,guilty plea,2186,2186,0,0,84,84,R-RETAINED
1344,75,2011,1983,B,M,guilty plea,1480,1480,0,0,65,65,R-RETAINED
1345,30,2011,1988,B,M,guilty plea,0,659.1,0,120,120,0,A-APPOINTED
1346,11,2010,1985,W,M,guilty plea,455,4185,0,0,24,24,A-APPOINTED
1347,41,2006,1969,W,M,guilty plea,0,1389,0,0,60,60,A-APPOINTED
1348,19,2008,1984,W,M,guilty plea,174,6727,0,0,60,60,A-APPOINTED
1349,75,2008,1988,W,M,guilty plea,750,4214,0,120,228,108,A-APPOINTED; R-RETAINED
1350,14,2008,1984,W,M,guilty plea,0,1394,0,24,36,12,A-APPOINTED
1351,1,2007,1947,B,M,guilty plea,0,0,0,0,180,180,A-APPOINTED
1352,2,2011,1966,B,M,guilty plea,0,1979,0,24,180,156,A-APPOINTED
1353,47,2007,1965,W,M,guilty plea,424.14,8270,0,6,60,60,A-APPOINTED
1354,11,2011,1979,W,F,guilty plea,0,553,0,7,12,12,A-APPOINTED
1355,13,2011,1981,W,M,guilty plea,0,369,60,120,120,0,A-APPOINTED
1356,1,2006,1970,B,M,guilty plea,534,534,0,24,180,156,A-APPOINTED
1357,64,2011,1981,W,M,guilty plea,2485,2845,0,0,12,12,R-RETAINED
1358,26,2007,1970,B,M,guilty plea,2339,2339,0,0,36,36,NA
1359,50,2006,1967,W,M,guilty plea,25,552.5,0,180,180,0,R-RETAINED
1360,63,2009,1990,B,M,guilty plea,0,584.5,0,4,5,1,P-PUBLIC
1361,43,2006,1982,W,M,guilty plea,0,0,0,48,48,46,A-APPOINTED
1362,50,2009,1971,W,M,guilty plea,0,54.6,0,6,60,54,A-APPOINTED
1363,2,2008,1955,B,F,convicted,3300,3300,0,0,24,24,R-RETAINED
1364,2,2007,1968,W,M,guilty plea,1577,1577,0,0,48,48,A-APPOINTED
1365,47,2007,1966,B,F,guilty plea,40,1387,0,0,60,60,NA
1366,43,2008,1980,W,M,guilty plea,2307,2726,0,12,48,36,R-RETAINED
1367,23,2010,1980,B,M,guilty plea,120,2787,18,96,192,96,A-APPOINTED
1368,38,2008,1962,W,M,guilty plea,0,2665,0,192,192,168,C-CONTRACT
1369,18,2009,1973,W,F,guilty plea,0,618.8,0,0,26,26,A-APPOINTED
1370,2,2009,1986,B,F,guilty plea,0,1990,0,0,60,60,A-APPOINTED
1371,20,2008,1979,W,F,guilty plea,300,1336,0,36,36,0,A-APPOINTED
1372,58,2007,1983,W,F,guilty plea,632,632,0,6,24,24,R-RETAINED
1373,49,2005,1956,W,M,guilty plea,735,2329,0,18,96,96,A-APPOINTED
1374,5,2006,1958,W,M,guilty plea,4749,9385,0,0,120,120,A-APPOINTED
1375,11,2008,1964,W,M,guilty plea,0,96182,0,144,144,0,R-RETAINED
1376,70,2007,1964,W,F,guilty plea,905.89,1513,0,24,24,24,R-RETAINED
1377,47,2007,1985,W,M,guilty plea,591,3028,0,0,120,120,A-APPOINTED
1378,3,2006,1976,W,M,convicted,0,993,0,0,0,0,A-APPOINTED
1379,50,2006,1972,W,M,guilty plea,75,718.9,0,0,60,60,A-APPOINTED
1380,50,2006,1974,W,M,guilty plea,60,1463,0,2,12,12,NA
1381,2,2005,1971,W,M,guilty plea,1727,1727,0,0,120,120,A-APPOINTED
1382,31,2005,1948,W,M,guilty plea,0,6019,0,120,120,0,A-APPOINTED
1383,2,2005,1977,W,F,guilty plea,1833,1833,0,0,36,36,R-RETAINED
1384,1,2007,1966,B,M,guilty plea,581.2,581.2,0,0,36,36,NA
1385,2,2007,1945,W,M,guilty plea,0,435.5,0,11,168,168,A-APPOINTED
1386,10,2005,1960,W,M,guilty plea,1063,4505,0,18,60,36,A-APPOINTED
